Output Voltage, Run #16
Time ( s )	Voltage ( V )
11.7900	-2.885
11.8000	-2.638
11.8100	-1.227
11.8200	-2.562
11.8300	-2.048
11.8400	3.090
11.8500	2.185
11.8600	2.567
11.8700	2.296
11.8800	2.076
11.8900	-2.900
11.9000	-2.618
11.9100	-1.234
11.9200	-2.553
11.9300	-2.044
11.9400	3.061
11.9500	2.106
11.9600	2.511
11.9700	2.230
11.9800	2.062
11.9900	-2.895
12.0000	-2.629
12.0100	-1.228
12.0200	-2.567
12.0300	-2.036
12.0400	3.090
12.0500	2.227
12.0600	2.555
12.0700	2.224
12.0800	2.050
12.0900	-2.879
12.1000	-2.633
12.1100	-1.232
12.1200	-2.566
12.1300	-2.042
12.1400	3.096
12.1500	2.143
12.1600	2.592
12.1700	2.133
12.1800	2.158
12.1900	-2.960
12.2000	-2.581
12.2100	-1.238
12.2200	-2.573
12.2300	-2.026
12.2400	3.093
12.2500	2.203
12.2600	2.550
12.2700	2.327
12.2800	2.101
12.2900	-2.883
12.3000	-2.639
12.3100	-1.229
12.3200	-2.589
12.3300	-2.022
12.3400	3.090
12.3500	2.375
12.3600	2.590
12.3700	2.282
12.3800	2.089
12.3900	-2.887
12.4000	-2.618
12.4100	-1.251
12.4200	-2.537
12.4300	-2.045
12.4400	3.090
12.4500	2.195
12.4600	2.564
12.4700	2.324
12.4800	2.117
12.4900	-2.886
12.5000	-2.642
12.5100	-1.218
12.5200	-2.586
12.5300	-2.013
12.5400	3.096
12.5500	2.383
12.5600	2.540
12.5700	2.046
12.5800	2.075
12.5900	-2.873
12.6000	-2.618
12.6100	-1.252
12.6200	-2.540
12.6300	-2.039
12.6400	3.087
12.6500	2.200
12.6600	2.557
12.6700	2.127
12.6800	2.067
12.6900	-2.907
12.7000	-2.618
12.7100	-1.232
12.7200	-2.563
12.7300	-2.029
12.7400	3.090
12.7500	2.189
12.7600	2.562
12.7700	2.126
12.7800	2.087
12.7900	-2.946
12.8000	-2.586
12.8100	-1.244
12.8200	-2.551
12.8300	-2.029
12.8400	3.098
12.8500	2.324
12.8600	2.544
12.8700	2.095
12.8800	2.067
12.8900	-2.886
12.9000	-2.631
12.9100	-1.229
12.9200	-2.559
12.9300	-2.039
12.9400	3.085
12.9500	2.155
12.9600	2.579
12.9700	2.142
12.9800	2.072
12.9900	-2.944
13.0000	-2.584
13.0100	-1.245
13.0200	-2.554
13.0300	-2.026
13.0400	3.082
13.0500	2.226
13.0600	2.550
13.0700	2.057
13.0800	2.158
13.0900	-2.960
13.1000	-2.571
13.1100	-1.248
13.1200	-2.576
13.1300	-2.019
13.1400	3.092
13.1500	2.324
13.1600	2.540
